kst,precip_mm_100,tmp_min_100,tmp_max_100,tmp_avg_100,precip_mm_105,tmp_min_105,tmp_max_105,tmp_avg_105
8/27/1973,,18.1,27.2,22.8,,24.6,34.4,28.3
8/28/1973,12.9,18.7,24.6,22,4.4,22.7,31.7,25.1
8/29/1973,13.1,19.7,23.2,20.9,7.2,21.6,28.8,24.5
8/30/1973,0.3,16.1,20.1,18.1,1.8,20.8,23.8,22
8/31/1973,0.8,14.5,19.5,16.8,0.1,19.3,23.8,21.1
9/1/1973,14.6,14.8,23.3,19.1,4.5,18.4,26.8,22.7
9/2/1973,7.9,14.2,17.4,15,7.4,18.2,22.7,19.7
9/3/1973,0.8,13.1,22.1,16.4,0.8,17.4,24.6,20.5
9/4/1973,,12.5,20.7,15.7,,18.2,25.4,21.2
9/5/1973,12.3,14.1,19.1,15.6,0,18.4,23.7,20.5
9/6/1973,5.1,9.3,16.7,13.9,4.1,16.6,24.8,19.9
9/7/1973,,4.9,23.3,14.3,,15.1,28.3,21
9/8/1973,0.3,8.3,20.9,14.5,1,19.5,25.8,21.3
9/9/1973,27.4,13.2,16.4,14.4,25.3,18,21.4,19.1
9/10/1973,121.3,9.3,15.7,14.1,75.4,16.3,19.6,18.3
9/11/1973,,7.3,19.5,13.7,,15.7,26.6,20.3
9/12/1973,,4.1,21,12.9,,15.6,26.5,20.1
9/13/1973,,6,19,13.1,,14.5,25.6,18.8
9/14/1973,,6.4,22.1,14.3,,14.5,26.2,20.1
9/15/1973,0,8.3,22.3,13,0,17.9,25.7,20.6
9/16/1973,0,8.2,22.7,13.5,,17.6,26.4,21
9/17/1973,,6.9,20.7,14.4,,17.6,26.3,21.5
9/18/1973,0.3,9.1,21,14.6,0.2,16.3,26.5,20.7
9/19/1973,0,12.7,18.8,16.1,,18,23.7,20.7
9/20/1973,1.2,12.4,19.4,15.1,0.9,15.6,23.5,19.6
9/21/1973,2.3,11,18.9,14.1,0.6,16.2,24.7,19.8
9/22/1973,2.9,9.3,18,13.7,0.4,15.8,23.5,19
9/23/1973,0.4,10.7,18.8,13.2,1.4,15.8,24.1,19.3
9/24/1973,,10.1,19.5,13.1,,14.9,24.5,19
9/25/1973,0.2,8.8,21,13.7,2.2,15.8,27.8,20.4
9/26/1973,3.3,3.3,13.2,8.4,0,10.7,19.6,15
9/27/1973,,1.2,15.8,7.4,,9.1,20.6,14
9/28/1973,,-1.7,16.7,7.9,,10.1,23.3,16.1
9/29/1973,5.1,4.2,13.9,9.5,8.8,12.6,20.6,16.4
9/30/1973,0.8,8.2,15.4,12.1,0.8,14.3,20.3,16.4
10/1/1973,,6.3,19.5,13.4,,15.6,27.4,21
10/2/1973,,4.9,20.7,13.3,0,12.5,22,18
10/3/1973,3.6,8.6,18.8,12.5,3.2,13.9,23.2,18.3
10/4/1973,8.3,9.1,11.8,10.3,2.3,14.5,18.2,16.3
10/5/1973,8.9,4.9,9.5,8,8,11.2,14.8,13.3
10/6/1973,,4.1,10.8,8.4,0,10.6,17.6,14
10/7/1973,10.3,7.6,11,9.6,13.5,11.4,15.8,13.6
10/8/1973,0,1,11.2,7.9,,9.3,18.1,12.7
10/9/1973,,-1.4,12.7,5.4,,8.1,19.1,12.6
10/10/1973,,-2.7,14.9,6.5,,7.5,19.2,13.9
10/11/1973,0,2.3,15.9,10.7,,10.8,19,15.7
10/12/1973,0,7.5,18.9,12,0,13.3,20.5,16.4
10/13/1973,6.1,4.4,13.1,10,10.6,9.6,17.5,14
10/14/1973,,0.4,8.9,4.2,,5.6,13.5,9.2
10/15/1973,,-5.4,11.1,2.6,,5.4,17.4,10.8
10/16/1973,,-4.3,15,6,,8.8,19.8,13.9
10/17/1973,,1.5,14.8,9.3,,7.4,20.4,14
10/18/1973,,-6.2,13.3,4.1,,4.4,16.1,9.3
10/19/1973,,-1.2,17.3,9.1,,9.6,21.6,14.4
10/20/1973,,1.9,12.2,7.6,,12.7,18.9,15.7
10/21/1973,11.7,5.2,16.7,10.9,1.2,12.8,23.7,17.1
10/22/1973,0.5,2.1,9.4,5.5,,10,18.2,13.3
10/23/1973,,-0.1,10.5,5,,8.2,18.2,13.1
10/24/1973,0.3,-0.4,7.5,3.1,,8.1,14.9,11.2
10/25/1973,,-1.1,8.1,2.6,,6.9,15.9,10.5
10/26/1973,0,-6.5,8.9,1.6,,4.7,15.4,9.7
10/27/1973,18.1,1.4,10.2,6.8,34.8,8.2,14.6,11.4
10/28/1973,46.5,5.4,10.8,8.3,41.9,9.7,15.4,12.8
10/29/1973,,0.1,16.3,7.8,,9.9,21.2,14.5
10/30/1973,,-1.6,17.5,7,,10.2,22.5,15.1
10/31/1973,0.3,-2.2,12.9,5,0.5,9.2,17.3,12.8
11/1/1973,2.6,4.5,7.5,6.1,21.6,8.4,13.8,10.6
11/2/1973,15.9,0,5.1,2.2,52.6,5.9,9.3,7.4
11/3/1973,,-6.3,12.6,2.7,,3.4,17.1,9.7
11/4/1973,,2.6,8.9,5.6,,9.9,16.6,12.9
11/5/1973,,-0.6,8.4,4.3,,7.6,13.6,10.5
11/6/1973,,-3.7,6.8,0.5,,4.9,12.6,8.4
11/7/1973,,-7.5,12.3,2.6,,4.9,18.2,11.6
11/8/1973,,-1.8,11.7,5.5,,9.7,19.4,13.3
11/9/1973,0,2.6,12.7,7.7,,10.2,20.3,14.3
11/10/1973,0.8,-3.7,2.6,0,0,4.1,10.4,8.2
11/11/1973,,-4.7,1.6,-1.3,,3.8,9.3,6.2
11/12/1973,,-6,3.9,-1,,2.7,12.1,7.1
11/13/1973,,-2.2,7.5,2.8,,5.9,15.5,10.3
11/14/1973,,1.2,7.9,4.4,,6.1,16,12
11/15/1973,4.4,1.3,8.9,4.3,4,9.5,16.8,11.7
11/16/1973,5.9,-2.7,6.9,3.7,3.4,4.8,14.3,10.5
11/17/1973,2.1,-6.8,-0.4,-2.6,0,0.8,8,5.4
11/18/1973,1.1,-9.1,-1.7,-5.4,0,-0.9,6.1,2
11/19/1973,,-11.3,-5.3,-7.8,,-3.1,2.5,0
11/20/1973,3.2,-12.4,-1.9,-6.4,0,-3.1,6.9,3
11/21/1973,,-9.9,-3.1,-6.5,,-1.5,5.5,1.2
11/22/1973,,-18.7,0.6,-7.8,,-3.6,8.7,2.6
11/23/1973,,-6,8.2,0.6,,5.1,16.7,9.8
11/24/1973,1.2,-1.8,4.8,2.4,0,7.3,13.6,10.7
11/25/1973,,-7.4,0.8,-3.8,,0,8.1,3.7
11/26/1973,,-6.6,1.7,-1.6,,2.1,9,6.2
11/27/1973,0.5,-6.7,4.5,0.7,0,0.6,12.4,8.6
11/28/1973,,-9.5,2,-4.6,,-1.5,7.4,2.4
11/29/1973,0,-7.5,1.1,-1.8,,1.2,9,5.7
11/30/1973,0,-9.3,1.5,-1.4,,0.4,8.7,6.3
12/1/1973,,-9.5,-0.1,-4.8,,-0.2,8.3,3.9
12/2/1973,0.2,-3.4,4.7,1.2,0,4.7,12.1,8.9
12/3/1973,,-11.6,-2.6,-8.6,,-5,5,-1.1
12/4/1973,,-14.7,-7.9,-11.8,,-6.8,-0.1,-4.2
12/5/1973,0.2,-14.9,-2.7,-7.7,0,-5.4,4.4,0.3
12/6/1973,,-13.6,-3.5,-9.5,,-5.6,3.7,-1.4
12/7/1973,,-16.4,-7.7,-12.6,,-8.4,0.5,-4.4
12/8/1973,,-13.7,-2.7,-7.8,,-4.2,4.8,0.1
12/9/1973,0,-15.6,-1.8,-6.2,,-2,6.5,1.9
12/10/1973,,-11.9,1.4,-4.7,,-2.1,5.1,0.4
12/11/1973,,-16.7,2.9,-7.3,,-1.4,9.3,2.5
12/12/1973,0.4,-7.6,1.1,-4.2,,1.2,8.8,4.5
12/13/1973,,-8.8,2.1,-4.7,,-1.2,7.2,2.2
12/14/1973,0,-5.8,1.7,-2.1,,1.9,9.2,5.2
12/15/1973,0.4,-4.8,1.5,-1,,3.1,9.2,5.2
12/16/1973,0.2,-11.4,-2.2,-6.4,1.1,-2.4,3.1,-0.1
12/17/1973,,-13.7,-2.5,-9.1,,-4.7,5.1,-1.1
12/18/1973,0,-9.8,-0.9,-6.1,,-1.3,8,1.6
12/19/1973,,-10.6,-1.2,-6.3,,-2.1,6.5,1.8
12/20/1973,,-7,1.8,-2.9,,1.3,9.5,4.7
12/21/1973,2.3,-15.1,1.7,-3.5,0.3,-7.1,9.2,3
12/22/1973,1.5,-17.2,-8.7,-13,,-9.2,-0.7,-5.1
12/23/1973,0.3,-20.4,-8.8,-12.8,0,-11.4,-0.9,-5.1
12/24/1973,,-24.7,-7.1,-16.4,,-12.8,-0.9,-7.8
12/25/1973,,-24.2,-4.9,-15.2,,-8.9,4.5,-3.4
12/26/1973,,-19.9,2.2,-9.9,,-4,8.6,0.9
12/27/1973,0.3,-8.8,-0.7,-3.9,0,1,7,4
12/28/1973,1.5,-13.2,-2.8,-8.1,0,-4.3,4.6,-0.6
12/29/1973,0.1,-15.3,-5.1,-9.7,0,-5.2,3.6,-1.6
12/30/1973,0.1,-10.6,-6,-8.3,,-2.8,2.5,-0.4
12/31/1973,1.3,-9.3,-3.1,-6.1,0,-1.3,4.9,1.3
1/1/1974,,-10.5,-0.6,-4.5,,-0.8,7.7,3.6
1/2/1974,,,5.2,-1.6,,0,12.4,6.1
1/3/1974,,-13,2.6,-6.6,,-1.2,6.5,1.9
1/4/1974,,-10,4.1,-3.4,,-3.5,7.9,2.2
1/5/1974,,-14.5,0.1,-8.2,,-1.7,5.5,1.2
1/6/1974,,-15.4,3.1,-7.8,,-2,6.7,1
1/7/1974,,-15.2,1.3,-8.7,,-2.3,5.3,0.4
1/8/1974,0.3,-6.3,1.9,-2.5,,-1.6,9.6,4.3
1/9/1974,0.6,-5.9,-3.5,-5.2,0,0.4,2.9,1.3
1/10/1974,0.4,-6.1,-3.4,-5.3,0,0.2,3.3,0.9
1/11/1974,0.6,-12.4,-3.5,-6.2,0.1,-2.8,2.9,-0.4
1/12/1974,,-15.5,-1.5,-9.9,0,-4.1,3.9,-1.4
1/13/1974,,-18.7,0.6,-9.1,,-5.2,4.5,-0.1
1/14/1974,,-16.3,4.5,-5.8,,-4.1,7.6,0.4
1/15/1974,0,-10.7,-0.7,-4.5,,-2,8,3.4
1/16/1974,,-13.9,-3.8,-10.1,,-5.1,4.3,-1.4
1/17/1974,,-12.6,-3.1,-8.8,,-3.4,2.9,-1.2
1/18/1974,,-15.4,-3.7,-10.1,,-5.7,2.2,-1.9
1/19/1974,0.1,-12.7,-2.7,-6.9,,-2.8,5.6,0.7
1/20/1974,0.2,-12.6,-0.1,-6.1,,-2.3,4.5,0.7
1/21/1974,11.7,-6,-2.3,-3.5,14.4,-1.1,1,-0.1
1/22/1974,0.2,-6.8,-3.4,-4.3,,-5.2,3.7,0.9
1/23/1974,,-25.3,-6.8,-14.6,,-11.5,0.9,-5.8
1/24/1974,,-28.9,-7.3,-19.1,,-12.7,-0.7,-7.7
1/25/1974,,-27.1,-6.1,-16.9,,-11.1,-0.8,-7.5
1/26/1974,,-25.9,-4,-15.8,,-9.9,-0.3,-6.1
1/27/1974,1.2,-16.7,-7.1,-11.2,,-7.4,0.9,-3.1
1/28/1974,0.2,-25.4,-7.1,-15.8,,-9.9,-1.4,-5.5
1/29/1974,2.3,-19,-6.8,-12,0.2,-7.3,0.4,-3.6
1/30/1974,1.5,-11.1,-4.7,-6.9,1,-3.2,0.9,-1.9
1/31/1974,,-17.8,-1.1,-10.4,0,-4.1,2.5,-1.7
2/1/1974,1.2,-19.5,-3.9,-11,2.8,-5.3,0.1,-2.2
2/2/1974,0.6,-7.8,-5.3,-6.5,2.6,-1.8,0.6,-1.4
2/3/1974,0,-12.3,1,-5.7,,-5.7,4.1,-1.3
2/4/1974,1.6,-4.6,3.6,-2,2,-3,8.3,2
2/5/1974,14,-8.1,-3.3,-5.2,21.1,-1.2,0.8,-0.2
2/6/1974,2,-8.7,-7.5,-8.1,0.1,-1.5,-0.4,-0.9
2/7/1974,11.3,-8.6,-4.7,-7,19.8,-3,0.5,-1.9
2/8/1974,3.2,-14.3,-4.3,-9.9,0.2,-6.2,0.1,-3.3
2/9/1974,,-22.9,-7.3,-16.2,,-8.5,-0.5,-5.2
2/10/1974,,-15.2,-6.9,-11.2,,-6.7,1.2,-3.5
2/11/1974,,-20.5,-9.6,-14.8,,-10.9,-4.4,-7.2
2/12/1974,2.8,-18.1,-5.4,-10.8,0.1,-7.8,2.5,-3.3
2/13/1974,0.7,-15.1,-2.5,-7.6,,-5.3,4.6,0
2/14/1974,,-8.6,1.7,-3.1,,0.8,9.4,4.4
2/15/1974,0.3,-3.2,0.6,-0.6,0,2.1,6.7,4.4
2/16/1974,,-3.5,4.4,-0.1,,4.5,12.7,7.3
2/17/1974,,-4,5.7,1,,5.2,10.2,7.9
2/18/1974,,-5,5.9,-0.2,,1.2,10,6.1
2/19/1974,1.3,-3.2,2.4,0.3,3,-0.4,6.8,2.9
2/20/1974,,-7.4,2.3,-2.2,,-2.9,6.4,2.2
2/21/1974,,-11.8,2.3,-4,,-4,5.7,1.1
2/22/1974,0.4,-5.1,3,0.5,0,2.2,10.6,7.1
2/23/1974,0,-12,-3.6,-8.2,0,-3.8,2.2,-1
2/24/1974,,-13.1,-6.7,-10.9,,-5.2,-0.2,-3.4
2/25/1974,,-19,-11.3,-14.4,,-10.6,-3.3,-6.8
2/26/1974,,-21.1,-8.1,-14.9,,-12,-1,-7
2/27/1974,,-16.4,-5.3,-11.2,,-7.8,-0.2,-3.9
2/28/1974,,-18.4,0.2,-8.5,,-4.7,5.5,-0.2
3/1/1974,,-10.4,2,-4.1,,-1.3,8.5,3.2
3/2/1974,,-9.1,5.7,-2,,-0.4,9.5,3.8
3/3/1974,0,-6.5,3.7,-1.3,0,-1.3,10.7,4.1
3/4/1974,,0,4.5,2.2,,5.7,14,9.5
3/5/1974,1.9,-3.2,5.4,1.1,1.3,4.3,10.8,6.5
3/6/1974,24.8,-2.2,1.4,-0.6,31.1,0.5,4.3,2.1
3/7/1974,6.3,-10,0.3,-1.8,14.4,0.6,5.8,2.7
3/8/1974,,-11.6,2.8,-3.9,,0.1,9.3,4.4
3/9/1974,2,-1.4,2.1,0.7,0,4.2,9.7,6.6
3/10/1974,,-8.2,-0.1,-3.2,,-0.6,8.1,3.9
3/11/1974,0.6,-13.6,-6.6,-10.1,0,-5.5,1.2,-1.8
3/12/1974,0.1,-16.4,-7.4,-11.5,0,-7.7,1.1,-3.4
3/13/1974,,-14.9,-0.7,-8,,-5.8,6.4,0
3/14/1974,,-9.2,1.7,-3.6,,0.6,10.3,5
3/15/1974,,-6.7,5.8,-0.5,,3,16,9.1
3/16/1974,0.7,-7,1.7,-2.3,0.1,0,7.9,4.5
3/17/1974,,-11.4,3.5,-3.3,,-1,11.3,4.5
3/18/1974,1,-7.2,-1.4,-3.3,0,-0.2,7.1,4.4
3/19/1974,,-10.9,-0.3,-5,,-1.3,5.9,2.4
3/20/1974,0,-4.7,2.5,-1.6,,0.6,8.2,4.5
3/21/1974,4.6,-7.9,3.3,-4.7,0.5,-0.6,11.6,3.3
3/22/1974,0.9,-7.8,-2.3,-5.3,0,-0.2,6.4,2.6
3/23/1974,0,-9.2,-0.2,-4.7,,-1.2,7.8,3.1
3/24/1974,,-9.1,2.3,-2.6,,0.7,8.7,4.8
3/25/1974,,-4.7,3.5,-1.4,,0.7,9,4.1
3/26/1974,0.4,-2,1.1,-0.2,2,2.3,7.4,4.9
3/27/1974,1.4,-1.1,5.3,0.7,3.3,1.5,8.7,4.6
3/28/1974,,-3.2,8.3,2.4,,1.6,13.9,8.4
3/29/1974,,1.1,8.6,4.7,,3.3,14.5,9.1
3/30/1974,,3.1,13.9,7.1,,7.9,17.2,13.3
3/31/1974,7.3,-1,10,3.4,4.5,1.9,8.7,4.9
4/1/1974,1.8,-3.9,1.7,-1.5,1.4,0.4,8.9,4.7
4/2/1974,0,-4.7,5.2,0,,1.6,13.1,7.5
4/3/1974,,0.2,10.4,5.1,,7.9,18.7,13.1
4/4/1974,2.2,3.9,14.5,7.1,0.2,10.7,20.1,14
4/5/1974,,-2,12.2,4.9,,4.1,15.7,10.3
4/6/1974,,-0.5,21.4,10,,4.9,24.7,14.3
4/7/1974,73.4,1.1,7.8,4,71.1,5.9,14.1,8
4/8/1974,,-0.8,1.3,0.4,,5.3,7,6.4
4/9/1974,,-1.8,3.1,0,,4.4,7.8,5.6
4/10/1974,,-2.1,14.2,6.5,,1.8,13.8,8.5
4/11/1974,0,2.1,12.5,6.2,,5.7,18.8,12.8
4/12/1974,,-0.3,12,5.7,,9.5,17,13.5
4/13/1974,6.1,4.3,13.4,9.9,2.8,8,12,9.9
4/14/1974,,2.5,9.9,5.9,0,6.6,14.7,10.1
4/15/1974,,3.6,16.3,9.2,,5.7,19.1,12.2
4/16/1974,,2.2,14.2,8.6,,10.1,20.1,13.4
4/17/1974,0,0,13.1,7,0.2,8.6,16.7,13.2
4/18/1974,,-2.1,13.8,6.3,,6.7,16.6,11.4
4/19/1974,,-3.6,11.1,4.4,,4.9,16.2,11
4/20/1974,11.5,-3,15.5,6.8,10,4.5,15.9,10.5
4/21/1974,34.9,0.3,9.1,4.1,38.1,6.1,16.9,10
4/22/1974,3.4,-1.2,4.3,1.3,0,7.5,13,9.8
4/23/1974,,-0.4,18.4,8.8,,8.7,24.8,16.9
4/24/1974,0,8.6,15.2,11.5,0,11,19.8,15
4/25/1974,4.6,1,14.1,8.7,2,9.3,18.9,13.2
4/26/1974,0.7,-0.2,4.8,2.1,,6.9,13,10.3
4/27/1974,,3.7,15,9.7,,11.4,22.4,17.3
4/28/1974,3.8,2.9,15.2,8.9,0.2,11.2,23.2,16.2
4/29/1974,,1.7,14.9,8,,9.3,22.2,15.6
4/30/1974,0,4.1,14.9,10.3,,10.4,22,14.9
5/1/1974,,1.2,13.6,8.3,,9.1,19.3,14.2
5/2/1974,,0.9,19.2,12,,13,23.9,18.7
5/3/1974,,7.5,18.5,12.5,,16.7,25.1,19.9
5/4/1974,,4,16.2,10.3,,11.3,23.7,17.5
5/5/1974,,-1.1,11.1,6.1,,8.6,17.6,13
5/6/1974,,-3.4,14.5,7.2,,9,19,14.6
5/7/1974,,-0.1,20,11.7,,9,23.7,15.6
5/8/1974,42.6,5.8,14.4,9.9,41.6,10.5,19.4,14.7
5/9/1974,3.6,5.3,12.8,9.2,3.7,9.9,17.1,12.7
5/10/1974,,4.8,14.3,9.6,,11.4,19.1,15.9
5/11/1974,,2.8,20.4,10.1,,11.3,24.2,17.2
5/12/1974,,1.8,17.8,11.9,,9.7,20,15.4
5/13/1974,15.9,6.4,17.2,11.8,13.1,11.8,14.7,13.1
5/14/1974,19.5,7.3,17.1,12.8,9.7,12.4,20.6,14.9
5/15/1974,,2.9,16.2,10.3,,11.9,23.4,17.6
5/16/1974,,6.9,23.8,15,,16.1,29.9,22.5
5/17/1974,,5.1,24,15.6,,17.3,29,23.1
5/18/1974,0.1,7.4,21.8,16.1,,15.3,22.1,18.7
5/19/1974,33.1,12.9,20.7,17.3,23.9,13.3,17.8,16.4
5/20/1974,22,12.4,17.7,13.8,21.1,12.3,17.2,14.5
5/21/1974,0,12.5,17.6,15.1,,15.2,20.2,17.5
5/22/1974,10.3,11.3,21.4,16.2,1.8,16.2,28,22.4
5/23/1974,,6.5,18.8,13.1,,16.3,22.9,19.9
5/24/1974,,6.2,18.3,9.8,,10.3,22.8,16.5
5/25/1974,2.4,7.1,14.5,10.8,2.2,9.1,16.3,12.9
5/26/1974,3.6,2.9,19.3,9.9,0.7,9.4,18,13.2
5/27/1974,0.6,0.3,21.3,11.7,,8,20.2,14.6
5/28/1974,,13.5,26.7,19.6,,12.9,33.7,25.2
5/29/1974,,13.9,28.2,19.3,0,15.2,26.6,19.6
5/30/1974,0.3,12.2,21.9,17,0,13.6,15.8,14.3
5/31/1974,2.4,9.1,17,12.3,8.7,13,21.3,16.1
6/1/1974,1.7,7.2,16.4,11.5,0,15.6,23.3,18.9
6/2/1974,0.9,9.2,22.5,14.6,0,17.6,28.4,22.5
6/3/1974,7.2,5.8,14.7,10.1,7.9,10.4,18.4,13.6
6/4/1974,,3.8,6.8,5.2,0,9.1,12.1,10.7
6/5/1974,1.1,3.7,8.1,5.2,1.9,8.7,11.1,10
6/6/1974,0.9,6.6,14.1,10.4,0.7,10.3,22.6,15
6/7/1974,,10.4,18.2,13.2,0,14.7,25.5,20.6
6/8/1974,,11.1,25,17.4,,19,30.4,24.7
6/9/1974,,13.2,26.2,19,,15.9,27.1,22.5
6/10/1974,15.6,10,20.4,13.1,12.9,11.8,15.9,13.7
6/11/1974,,6.5,21.7,15.2,,11,26.4,20.3
6/12/1974,,9.2,24.6,17.2,,18.3,29.1,24.4
6/13/1974,,10.3,23.9,17.2,,16.9,26.1,22.6
6/14/1974,,8.7,24.8,17.6,,13.7,21.6,17.1
6/15/1974,,14.7,24.9,19.5,,18.8,32.7,28
6/16/1974,,13.2,28,19.9,,20.2,32.2,26.2
6/17/1974,0,11.8,20.4,15.9,0,16.3,25.1,20.6
6/18/1974,,11.8,19.5,16.6,0.5,15.1,27,20.4
6/19/1974,,9.7,23.8,16,,17.7,30.1,24
6/20/1974,6.7,9.7,15.1,12.6,4.9,14.9,22.9,18
6/21/1974,6.4,8.2,11.6,9.9,9.1,13.6,15,14.2
6/22/1974,,8.2,22.2,14.9,,11.4,24.4,18.3
6/23/1974,,10.1,22.3,15.9,0.2,17.1,26.7,21.6
6/24/1974,20.1,9.7,18.2,14,,16.4,23.7,19.9
6/25/1974,,8.6,24.3,16.1,,15.1,29,22.2
6/26/1974,,12.3,24.7,17.3,0,15.9,22.8,17.9
6/27/1974,0.4,11.9,22.6,14.8,1.6,16.4,23.1,18.7
6/28/1974,0.9,10.4,16,12.5,0,16.1,18.3,16.6
6/29/1974,4.1,12.3,22.4,16.9,7.4,15.5,26.6,20.7
6/30/1974,,10.8,22.6,16.4,,16.6,23.2,19.6
7/1/1974,,8.2,23.6,16.8,,15.4,21.9,18.3
7/2/1974,,11.3,23.2,17.6,,17.2,20.4,18.4
7/3/1974,10.3,13.5,16.3,14.1,11,17.1,18.9,17.6
7/4/1974,22,13,15,13.9,26.6,16.4,18.1,17.6
7/5/1974,3.1,10.8,13.2,11.9,1.6,14.9,17,16.1
7/6/1974,30.9,10.6,12.1,11.2,36.9,14.8,15.7,15.3
7/7/1974,27.9,11.5,18.7,15.2,39.4,14.6,17,15.8
7/8/1974,25.8,15.8,19,16.6,13.5,15.8,26.9,20.5
7/9/1974,97.4,15,19.9,16.6,82.6,15.8,20.4,17.8
7/10/1974,4.5,12.8,20,15.6,1.5,15,17.6,15.9
7/11/1974,3.4,11.8,16.1,12.7,0.6,15,17.2,16
7/12/1974,0.6,12,16.6,13,2.5,14.9,16.9,15.9
7/13/1974,5.7,11.9,15.8,13.1,5.8,15.6,16.6,16.1
7/14/1974,7,11.8,18.2,14.9,7.3,15.9,18.8,17
7/15/1974,,17.1,24.6,20.2,0,16.5,23.9,20
7/16/1974,0,15.4,19.4,17,1,17.6,21.1,19
7/17/1974,0,15.1,20.8,17.3,0.1,17,19.2,17.8
7/18/1974,,15.5,24.5,19,0,17,22.1,19.2
7/19/1974,,17.8,25.6,21.3,2.3,19,26.1,21
7/20/1974,9.1,18.5,21.5,19.8,0.4,23.7,27.6,25.8
7/21/1974,0,17.4,25,20.6,0,20.5,26.8,23.4
7/22/1974,8.7,14,18.2,16.4,4.9,19.4,21.8,20.6
7/23/1974,2.2,13.2,16.3,14.4,0.4,17.9,20.7,18.9
7/24/1974,,12.6,18,14.8,,17.5,22.3,19.1
7/25/1974,,13.8,18.7,15.4,,18.6,22.9,20.3
7/26/1974,,14.5,19,15.8,0.1,19.2,23.6,20.6
7/27/1974,0.1,16.2,23.6,19.6,0,19.5,23,21.2
7/28/1974,3.4,17.2,22.8,18.9,5.3,20.6,22.5,21.1
7/29/1974,30.3,17.1,21.2,17.8,20.2,20.2,23.8,21
7/30/1974,0.1,17.1,26.1,21,0.1,18.7,26.7,22.1
7/31/1974,0.5,19.2,27.2,21.8,0.3,21.5,30.6,25.5
8/1/1974,0.4,19,24.8,22,,22.2,31.1,27.4
8/2/1974,,21,26.9,23.3,,23.1,34.4,28.4
8/3/1974,4.7,20.6,26.6,23.4,0.7,24.4,34.1,28.6
8/4/1974,,19.9,25.8,21.9,,26.1,33.1,29.2
8/5/1974,,20.2,26.2,22.5,,27.7,33.2,29.7
8/6/1974,5.9,19.1,23.6,20.6,2.4,23.6,31.3,26.7
8/7/1974,,16.4,24,20.2,0.2,22.3,28.1,24.7
8/8/1974,,13.7,26.2,19.6,,20.3,27.5,24.3
8/9/1974,,15.8,29.1,21.9,,21.5,27.4,23.9
8/10/1974,,17,28.4,22.5,,21.7,32.7,26.5
8/11/1974,,15.7,26.1,20.8,,21.7,30.8,25.9
8/12/1974,1.4,14.3,26.6,19.1,0,20.8,27,23.7
8/13/1974,,16.8,28.6,22.5,,21.8,33,26.9
8/14/1974,,15.7,24.7,19.7,,22.9,28,25
8/15/1974,1.4,18.1,24.5,20.3,1.3,22.3,27.4,24.1
8/16/1974,0,18,24.6,19.7,0,22.6,27.4,24.2
8/17/1974,8.3,16.7,20.1,18.3,3,22.3,26.9,24.2
8/18/1974,0.1,16,19.4,17.3,0,21,27.2,23.3
8/19/1974,,15.9,25.1,19.3,,20.6,27.5,23.7
8/20/1974,,16.3,27.8,22,,22.3,29.5,24.8
8/21/1974,,12.2,23.1,18.1,,20.4,27.5,23.8
8/22/1974,,14.4,27.3,21.6,,20.1,32.9,25.7
8/23/1974,134.4,15.3,21.3,17.5,93.6,19.5,24.5,21.1
8/24/1974,62.1,12.9,15.8,14,80.1,17.2,19.7,18.5
8/25/1974,,7.3,18.4,13.5,,15.7,23.3,19.2
8/26/1974,,5.5,22,14.2,,15.2,26.8,20.6
8/27/1974,,6.7,20.9,15,,15.5,26.3,20.8
8/28/1974,3.2,8.4,18.1,14.5,5.1,16.3,23.9,20.3
8/29/1974,16.1,12,19.9,15.8,23.1,17.4,20.4,18.9
8/30/1974,,17.9,25.2,21.8,,20.4,30.3,24.1
8/31/1974,8.3,16.1,19.3,17.8,2.9,20.2,23.6,22
9/1/1974,34.8,16.3,18.2,17.3,40.3,20.4,21.2,20.7
9/2/1974,72.8,15.2,17.8,16.5,110.4,18.7,21.2,19.6
9/3/1974,11.8,15.3,23.3,18.5,7.4,18.7,29.8,24.2
9/4/1974,,13.6,23.7,18.7,,20,29.6,23.9
9/5/1974,0,12.7,20.1,16,0,19,24.8,21.4
9/6/1974,,14.6,22.7,17.4,,19.4,25.9,21.6
9/7/1974,0.4,15.1,20.6,16.8,1.2,19.8,26.5,22
9/8/1974,0,13.4,22.6,16.1,0,19,27.6,22.9
9/9/1974,,7,18,13.4,,15.7,23.1,19.4
9/10/1974,,4.7,19.4,11.3,,14.2,23.9,18.8
9/11/1974,,5.3,21.4,13.1,,14.3,26.7,19.6
9/12/1974,,6.9,22.3,13.6,,15.7,26.7,20.4
9/13/1974,,3.5,22.5,13.6,,13.4,26.1,19.8
9/14/1974,18.3,11.7,21.3,17,8.6,18.9,28.5,21.9
9/15/1974,,8.9,18.1,12.9,,15.3,25.7,20.3
9/16/1974,,3,18.5,12.3,,14.2,24.5,19.2
9/17/1974,,10.3,19.9,14.9,,16.3,27.7,21.6
9/18/1974,,5.1,18,11,,13.4,21.7,17.8
9/19/1974,,1,15.2,7.9,,12.1,21.1,16.5
9/20/1974,,0.1,17.4,8.5,,12.8,23.6,17.6
9/21/1974,,4.2,18.6,10.2,,14.7,25.3,18.9
9/22/1974,,2.4,16.9,10,,14.7,23,18.4
9/23/1974,,4,19.7,10.7,,13.2,25.8,18.5
