date,precip_mm,prcp_d99,prcp_dur_hr,prcp_60m_max,prcp_60m_max_time,prcp_10m_max,prcp_10m_max_time,prcp_intensity_max,prcp_intensity_max_time,temp_min,temp_max,temp_avg,station_id
2001-01-01,1.2,1.2,2.38,,-9,,-9,-99.9,-999,-9.5,-0.8,-4.5,108
2001-01-02,,,-9.0,,-9,,-9,,-9,-9.1,-0.2,-4.3,108
2001-01-03,,,-9.0,,-9,,-9,,-9,-10.4,-5.2,-8.3,108
2001-01-04,,,-9.0,,-9,,-9,,-9,-12.5,-6.7,-9.8,108
2001-01-05,0.0,0.0,0.53,,-9,,-9,-99.9,-999,-11.0,-2.2,-6.8,108
2001-01-06,,3.8,-9.0,,-9,,-9,-99.9,-999,-8.8,0.9,-2.9,108
2001-01-07,21.7,17.9,13.17,,-9,,-9,-99.9,-999,-0.9,1.1,0.4,108
2001-01-08,,0.7,-9.0,,-9,,-9,-99.9,-999,-0.2,4.9,2.0,108
2001-01-09,8.9,8.2,9.15,,-9,,-9,-99.9,-999,-6.0,3.0,-0.4,108
2001-01-10,0.3,0.5,0.88,,-9,,-9,-99.9,-999,-9.1,-1.5,-5.0,108
2001-01-11,0.2,,0.6,,-9,,-9,-99.9,-999,-14.4,-2.2,-8.0,108
2001-01-12,,,-9.0,,-9,,-9,,-9,-15.0,-7.6,-10.7,108
2001-01-13,,,-9.0,,-9,,-9,,-9,-15.0,-6.7,-10.2,108
2001-01-14,,,-9.0,,-9,,-9,,-9,-17.7,-11.3,-15.3,108
2001-01-15,,,-9.0,,-9,,-9,,-9,-18.6,-12.4,-15.5,108
2001-01-16,,,-9.0,,-9,,-9,,-9,-16.8,-10.0,-13.4,108
2001-01-17,0.0,0.0,3.23,,-9,,-9,-99.9,-999,-15.1,-4.0,-8.4,108
2001-01-18,0.0,,3.5,,-9,,-9,-99.9,-999,-4.4,2.5,-0.9,108
2001-01-19,0.0,1.2,0.58,,-9,,-9,-99.9,-999,-3.3,3.8,0.3,108
2001-01-20,1.2,,6.95,,-9,,-9,-99.9,-999,-2.1,3.5,0.4,108
2001-01-21,,,-9.0,,-9,,-9,,-9,-3.9,1.0,-1.5,108
2001-01-22,,,-9.0,,-9,,-9,,-9,-3.9,2.5,-1.4,108
2001-01-23,,,-9.0,,-9,,-9,,-9,-6.7,1.7,-2.8,108
2001-01-24,,,-9.0,,-9,,-9,,-9,-4.3,3.9,0.3,108
2001-01-25,,,-9.0,,-9,,-9,,-9,-0.2,6.8,3.0,108
2001-01-26,0.0,1.8,0.73,,-9,,-9,-99.9,-999,0.0,2.8,1.2,108
2001-01-27,1.9,0.1,11.18,,-9,,-9,-99.9,-999,-1.8,1.8,0.0,108
2001-01-28,,,-9.0,,-9,,-9,,-9,-6.9,0.5,-3.0,108
2001-01-29,0.0,0.0,0.93,,-9,,-9,-99.9,-999,-8.0,1.8,-2.6,108
2001-01-30,,,-9.0,,-9,,-9,,-9,-2.7,2.6,-0.5,108
2001-01-31,4.0,4.0,7.35,,-9,,-9,-99.9,-999,-2.8,1.9,-0.3,108
2001-02-01,,,-9.0,,-9,,-9,,-9,-9.1,0.6,-5.8,108
2001-02-02,0.1,0.1,3.23,,-9,,-9,-99.9,-999,-10.4,-0.9,-4.9,108
2001-02-03,,,-9.0,,-9,,-9,,-9,-3.4,3.7,0.1,108
2001-02-04,,,-9.0,,-9,,-9,,-9,-1.2,5.2,1.3,108
2001-02-05,,,-9.0,,-9,,-9,,-9,-2.1,5.7,1.5,108
2001-02-06,,,-9.0,,-9,,-9,,-9,-0.7,6.3,2.6,108
2001-02-07,,,-9.0,,-9,,-9,,-9,-8.1,1.7,-2.6,108
2001-02-08,0.1,0.4,3.28,,-9,,-9,-99.9,-999,,-0.8,-4.9,108
2001-02-09,0.5,0.2,2.63,,-9,,-9,-99.9,-999,-4.7,4.0,-0.9,108
2001-02-10,,,-9.0,,-9,,-9,,-9,-3.8,1.7,-1.4,108
2001-02-11,,,-9.0,,-9,,-9,,-9,-6.5,0.1,-3.5,108
2001-02-12,,,-9.0,,-9,,-9,,-9,-6.6,0.0,-4.2,108
2001-02-13,,,-9.0,,-9,,-9,,-9,-6.4,-0.1,-3.9,108
2001-02-14,,0.7,-9.0,,-9,,-9,-99.9,-999,-6.7,-0.1,-3.6,108
2001-02-15,23.2,22.5,11.92,,-9,,-9,-99.9,-999,-5.2,0.1,-3.4,108
2001-02-16,,,-9.0,,-9,,-9,,-9,-8.6,-3.6,-6.1,108
2001-02-17,,0.0,-9.0,,-9,,-9,-99.9,-999,-7.0,0.7,-2.3,108
2001-02-18,0.0,,0.67,,-9,,-9,-99.9,-999,-0.6,5.6,2.7,108
2001-02-19,,,-9.0,,-9,,-9,,-9,1.3,7.1,3.5,108
2001-02-20,,,-9.0,,-9,,-9,,-9,-0.7,9.8,4.1,108
2001-02-21,,,-9.0,,-9,,-9,,-9,3.7,9.2,5.9,108
2001-02-22,,,-9.0,,-9,,-9,,-9,1.7,12.2,6.4,108
2001-02-23,8.2,11.7,12.87,,-9,,-9,-99.9,-999,0.4,6.2,3.5,108
2001-02-24,4.9,1.4,15.23,,-9,,-9,-99.9,-999,-2.2,2.3,0.0,108
2001-02-25,,,-9.0,,-9,,-9,,-9,-4.7,3.8,-0.5,108
2001-02-26,,,-9.0,,-9,,-9,,-9,-3.1,6.9,1.9,108
2001-02-27,7.7,8.7,6.72,,-9,,-9,-99.9,-999,-0.8,8.1,3.0,108
2001-02-28,1.0,,2.75,,-9,,-9,-99.9,-999,0.1,8.5,3.4,108
2001-03-01,,,-9.0,,-9,,-9,,-9,1.7,8.5,4.9,108
2001-03-02,,,-9.0,,-9,,-9,,-9,0.6,8.4,4.2,108
2001-03-03,11.2,11.3,5.1,,-9,,-9,-99.9,-999,-0.1,9.3,3.4,108
2001-03-04,0.8,0.7,4.63,,-9,,-9,-99.9,-999,-3.5,0.2,-1.4,108
2001-03-05,,,-9.0,,-9,,-9,,-9,-1.8,5.5,1.9,108
2001-03-06,,,-9.0,,-9,,-9,,-9,0.5,8.1,3.4,108
2001-03-07,,,-9.0,,-9,,-9,,-9,-4.0,1.7,-1.6,108
2001-03-08,,,-9.0,,-9,,-9,,-9,-6.1,-0.9,-3.6,108
2001-03-09,,,-9.0,,-9,,-9,,-9,-5.3,3.6,-0.1,108
2001-03-10,,,-9.0,,-9,,-9,,-9,-1.3,4.9,2.1,108
2001-03-11,,,-9.0,,-9,,-9,,-9,-3.6,5.4,0.6,108
2001-03-12,,,-9.0,,-9,,-9,,-9,-2.2,6.4,2.1,108
2001-03-13,,,-9.0,,-9,,-9,,-9,-1.5,11.5,4.9,108
2001-03-14,1.0,1.0,2.23,,-9,,-9,-99.9,-999,3.3,12.5,8.0,108
2001-03-15,,,-9.0,,-9,,-9,,-9,0.1,9.2,4.0,108
2001-03-16,,0.0,-9.0,,-9,,-9,-99.9,-999,-0.5,12.0,6.0,108
2001-03-17,0.0,0.0,1.87,,-9,,-9,-99.9,-999,5.1,10.3,7.5,108
2001-03-18,,,-9.0,,-9,,-9,,-9,3.5,12.5,7.7,108
2001-03-19,,,-9.0,,-9,,-9,,-9,4.3,12.9,8.2,108
2001-03-20,,,-9.0,,-9,,-9,,-9,7.3,15.7,11.3,108
2001-03-21,,0.0,-9.0,,-9,,-9,-99.9,-999,5.6,19.4,12.6,108
2001-03-22,0.0,,0.72,,-9,,-9,-99.9,-999,6.9,15.2,11.3,108
2001-03-23,,,-9.0,,-9,,-9,,-9,4.7,17.1,10.6,108
2001-03-24,,,-9.0,,-9,,-9,,-9,6.2,21.0,13.4,108
2001-03-25,,,-9.0,,-9,,-9,,-9,3.2,14.3,9.9,108
2001-03-26,,,-9.0,,-9,,-9,,-9,0.4,7.9,3.5,108
2001-03-27,2.4,5.1,4.77,,-9,,-9,-99.9,-999,0.2,7.5,2.9,108
2001-03-28,2.7,0.0,5.67,,-9,,-9,-99.9,-999,0.4,9.5,3.9,108
2001-03-29,0.0,0.0,2.1,,-9,,-9,-99.9,-999,0.2,8.1,3.3,108
2001-03-30,0.0,0.0,0.53,,-9,,-9,-99.9,-999,2.0,9.4,4.5,108
2001-03-31,,,-9.0,,-9,,-9,,-9,1.1,11.3,5.2,108
2001-04-01,,,-9.0,,-9,,-9,,-9,2.3,11.7,6.7,108
2001-04-02,0.0,0.0,3.87,0.0,-9,0.0,-9,,-9,4.9,8.8,7.0,108
2001-04-03,,,-9.0,,-9,,-9,,-9,2.1,15.0,8.9,108
2001-04-04,,,-9.0,,-9,,-9,,-9,5.0,16.6,10.4,108
2001-04-05,,,-9.0,,-9,,-9,,-9,5.0,14.2,9.4,108
2001-04-06,,,-9.0,,-9,,-9,,-9,6.8,17.5,12.1,108
2001-04-07,,,-9.0,,-9,,-9,,-9,10.6,16.7,13.6,108
2001-04-08,,,-9.0,,-9,,-9,,-9,10.2,21.5,16.3,108
2001-04-09,,,-9.0,,-9,,-9,,-9,13.2,28.2,20.8,108
2001-04-10,,0.0,-9.0,,-9,,-9,-99.9,-999,13.0,23.8,17.9,108
2001-04-11,6.5,6.5,11.28,1.6,1800,0.6,1800,10.0,32,5.9,13.4,9.3,108
2001-04-12,,,-9.0,,-9,,-9,,-9,5.4,14.3,9.1,108
2001-04-13,0.8,5.1,1.3,0.7,2300,0.3,2320,,-9,6.0,16.3,10.7,108
2001-04-14,4.3,,2.5,3.5,5,1.1,55,,-9,5.1,13.7,9.1,108
2001-04-15,,,-9.0,,-9,,-9,,-9,8.2,19.7,12.9,108
2001-04-16,,,-9.0,,-9,,-9,,-9,9.9,21.0,15.0,108
2001-04-17,,,-9.0,,-9,,-9,,-9,8.0,24.0,15.9,108
2001-04-18,,,-9.0,,-9,,-9,,-9,10.3,24.1,16.7,108
2001-04-19,,,-9.0,,-9,,-9,,-9,10.5,20.0,13.2,108
2001-04-20,,,-9.0,,-9,,-9,,-9,10.2,20.6,14.5,108
2001-04-21,,,-9.0,,-9,,-9,,-9,9.6,21.3,14.1,108
2001-04-22,,,-9.0,,-9,,-9,,-9,9.6,20.5,14.6,108
2001-04-23,,,-9.0,,-9,,-9,,-9,8.9,18.2,12.4,108
2001-04-24,,,-9.0,,-9,,-9,,-9,9.2,20.0,13.3,108
2001-04-25,,,-9.0,,-9,,-9,,-9,8.8,18.9,14.0,108
2001-04-26,,,-9.0,,-9,,-9,,-9,9.7,20.2,14.1,108
2001-04-27,,,-9.0,,-9,,-9,,-9,8.4,22.7,16.3,108
2001-04-28,0.0,0.0,0.88,0.0,-9,0.0,-9,,-9,12.9,20.6,17.3,108
2001-04-29,0.0,0.7,1.02,0.0,-9,0.0,-9,,-9,16.1,26.7,20.5,108
2001-04-30,0.7,,1.5,0.7,347,0.3,356,,-9,15.5,27.2,20.8,108
2001-05-01,0.1,0.1,0.18,0.1,-9,0.1,-9,,-9,15.1,19.4,17.2,108
2001-05-02,,,-9.0,,-9,,-9,,-9,13.7,20.3,16.2,108
2001-05-03,,0.0,-9.0,,-9,,-9,-99.9,-999,11.7,22.0,16.1,108
2001-05-04,0.8,0.8,3.0,0.8,920,0.4,930,,-9,12.5,19.1,15.0,108
2001-05-05,,,-9.0,,-9,,-9,,-9,12.4,23.9,17.5,108
2001-05-06,0.0,5.3,1.12,0.0,-9,0.0,-9,,-9,14.1,25.9,19.9,108
2001-05-07,5.4,0.1,9.58,2.4,420,0.6,540,,-9,16.1,22.5,18.3,108
2001-05-08,,1.5,-9.0,,-9,,-9,-99.9,-999,15.3,27.9,20.4,108
2001-05-09,1.5,,3.1,1.1,520,1.1,554,,-9,11.0,18.0,13.4,108
2001-05-10,,,-9.0,,-9,,-9,,-9,10.4,21.1,15.2,108
2001-05-11,,,-9.0,,-9,,-9,,-9,11.2,21.8,15.7,108
2001-05-12,,,-9.0,,-9,,-9,,-9,11.3,24.4,17.1,108
2001-05-13,,,-9.0,,-9,,-9,,-9,11.9,26.6,18.9,108
2001-05-14,,,-9.0,,-9,,-9,,-9,13.7,27.1,19.7,108
2001-05-15,0.7,0.7,6.68,0.6,1500,0.2,1515,0.1,0,13.1,19.0,16.1,108
2001-05-16,,,-9.0,,-9,,-9,,-9,11.8,23.1,17.7,108
2001-05-17,,,-9.0,,-9,,-9,,-9,14.2,27.7,20.2,108
2001-05-18,0.1,0.1,5.17,0.1,-9,0.1,-9,0.1,0,16.3,20.1,17.9,108
2001-05-19,0.0,,2.33,0.0,-9,0.0,-9,,-9,17.1,27.3,20.8,108
2001-05-20,,,-9.0,,-9,,-9,,-9,17.6,28.2,22.1,108
2001-05-21,,0.2,-9.0,,-9,,-9,-99.9,-999,18.6,31.5,24.6,108
2001-05-22,7.9,7.7,14.18,2.3,1700,0.7,920,0.8,2,18.0,24.8,20.3,108
2001-05-23,,,-9.0,,-9,,-9,,-9,17.9,29.4,23.2,108
2001-05-24,,,-9.0,,-9,,-9,,-9,18.0,27.7,22.6,108
2001-05-25,0.0,0.0,0.12,0.0,-9,0.0,-9,,-9,18.6,26.9,21.4,108
2001-05-26,,,-9.0,,-9,,-9,,-9,17.4,25.4,20.2,108
2001-05-27,,,-9.0,,-9,,-9,,-9,15.6,27.0,20.5,108
2001-05-28,,,-9.0,,-9,,-9,,-9,15.1,29.0,21.5,108
2001-05-29,,,-9.0,,-9,,-9,,-9,17.7,30.7,23.2,108
2001-05-30,,,-9.0,,-9,,-9,,-9,17.1,21.5,19.5,108
2001-05-31,,,-9.0,,-9,,-9,,-9,15.5,26.4,19.7,108
2001-06-01,0.0,0.0,2.88,0.0,-9,0.0,-9,,-9,15.6,22.5,18.8,108
2001-06-02,,,-9.0,,-9,,-9,,-9,16.3,28.8,22.0,108
2001-06-03,,,-9.0,,-9,,-9,,-9,17.0,31.2,23.8,108
2001-06-04,,,-9.0,,-9,,-9,,-9,18.8,30.1,22.4,108
2001-06-05,,,-9.0,,-9,,-9,,-9,18.6,25.3,20.9,108
2001-06-06,,,-9.0,,-9,,-9,,-9,17.5,30.8,23.2,108
2001-06-07,,,-9.0,,-9,,-9,,-9,18.8,32.6,25.3,108
2001-06-08,,,-9.0,,-9,,-9,,-9,20.4,31.3,24.9,108
2001-06-09,,,-9.0,,-9,,-9,,-9,19.8,31.7,24.8,108
2001-06-10,,,-9.0,,-9,,-9,,-9,20.8,32.7,25.8,108
2001-06-11,,0.0,-9.0,,-9,,-9,-99.9,-999,20.5,29.6,24.0,108
2001-06-12,0.1,0.1,2.03,0.1,-9,0.1,-9,0.0,-9,20.0,27.1,22.4,108
2001-06-13,0.2,1.7,8.95,0.1,-9,0.1,-9,,-9,19.8,22.5,21.3,108
2001-06-14,1.5,,1.83,1.5,215,1.4,250,,-9,18.6,27.4,22.5,108
2001-06-15,,,-9.0,,-9,,-9,,-9,17.1,28.3,22.4,108
2001-06-16,0.0,0.0,0.88,0.0,-9,0.0,-9,,-9,18.7,25.1,21.9,108
2001-06-17,6.5,18.1,4.95,3.4,2050,3.3,2050,,1,19.6,29.6,23.5,108
2001-06-18,36.0,24.9,22.28,8.8,1350,3.0,46,2.6,10,19.3,21.4,20.2,108
2001-06-19,0.5,,1.3,0.5,0,0.2,20,,-9,18.5,26.8,21.7,108
2001-06-20,2.9,2.9,0.77,2.9,1602,1.6,1623,,-9,18.7,29.3,23.3,108
2001-06-21,0.0,1.8,1.37,0.0,-9,0.0,-9,,-9,20.3,24.8,22.3,108
2001-06-22,1.8,2.4,1.9,1.0,-9,0.6,326,,-9,19.9,25.4,21.9,108
2001-06-23,2.4,0.0,4.72,1.3,453,0.5,500,,-9,19.8,23.9,21.6,108
2001-06-24,7.8,7.8,6.77,2.5,1500,0.5,1530,3.8,2,19.2,22.5,20.6,108
2001-06-25,,,-9.0,,-9,,-9,,-9,18.3,27.2,22.6,108
2001-06-26,0.0,0.8,0.95,0.0,-9,0.0,-9,,-9,19.6,26.6,22.6,108
2001-06-27,1.1,0.3,9.8,0.4,626,0.2,626,,-9,20.7,22.8,21.6,108
2001-06-28,0.0,0.0,2.15,0.0,-9,0.0,-9,,-9,21.1,26.9,23.8,108
2001-06-29,42.7,96.1,12.55,10.0,2300,4.5,2250,49.0,360,21.3,24.1,22.6,108
2001-06-30,53.9,0.5,13.97,38.0,130,9.0,140,,-9,20.1,23.5,21.3,108
2001-07-01,0.0,0.0,0.7,0.0,-9,0.0,-9,,-9,21.4,29.6,25.1,108
2001-07-02,,0.6,-9.0,,-9,,-9,-99.9,-999,24.4,30.9,27.2,108
2001-07-03,2.2,1.6,5.77,1.6,1224,1.1,1230,,-9,23.5,26.5,25.2,108
2001-07-04,,2.0,-9.0,,-9,,-9,-99.9,-999,23.3,30.9,26.0,108
2001-07-05,21.1,19.1,7.12,15.2,930,10.0,950,,-9,21.5,25.4,23.4,108
2001-07-06,0.0,0.0,0.22,0.0,-9,0.0,-9,,-9,21.1,31.8,26.1,108
2001-07-07,0.0,,0.08,0.0,-9,0.0,-9,,-9,22.6,31.5,25.9,108
2001-07-08,,,-9.0,,-9,,-9,,-9,22.0,30.9,25.3,108
2001-07-09,,,-9.0,,-9,,-9,,-9,21.7,30.3,25.1,108
2001-07-10,16.0,16.8,13.7,8.8,1400,3.5,1410,0.8,18,20.3,24.8,21.8,108
2001-07-11,1.0,0.2,10.7,0.3,100,0.1,10,,2,20.6,30.3,25.0,108
2001-07-12,0.0,0.0,4.95,0.0,-9,0.0,-9,,-9,24.2,31.8,26.7,108
2001-07-13,,,-9.0,,-9,,-9,,-9,22.3,31.4,26.7,108
2001-07-14,36.7,285.6,10.03,15.0,2300,7.5,1920,22.5,1000,21.8,28.9,24.3,108
2001-07-15,273.4,24.5,12.0,99.5,210,21.0,247,,-9,21.3,27.3,23.2,108
2001-07-16,0.0,0.0,0.15,0.0,-9,0.0,-9,,-9,21.8,30.1,25.5,108
2001-07-17,,,-9.0,,-9,,-9,,-9,20.7,32.4,26.7,108
2001-07-18,0.0,0.0,0.52,0.0,-9,0.0,-9,,-9,22.3,31.4,26.4,108
2001-07-19,,3.5,-9.0,,-9,,-9,-99.9,-999,22.7,31.7,26.4,108
2001-07-20,3.5,1.3,2.27,3.3,728,2.7,737,,-9,22.6,30.5,26.5,108
2001-07-21,24.3,23.5,9.67,17.4,1250,8.7,1259,,-9,24.1,27.5,25.9,108
2001-07-22,19.7,24.9,13.65,6.5,2256,4.7,1024,22.0,28,24.8,27.8,26.4,108
2001-07-23,26.5,21.7,11.43,17.5,917,5.0,942,,-9,24.4,30.9,25.9,108
2001-07-24,1.2,0.3,8.67,0.9,640,0.4,640,,-9,24.0,29.0,26.0,108
2001-07-25,,,-9.0,,-9,,-9,,-9,24.8,32.3,28.1,108
2001-07-26,,,-9.0,,-9,,-9,,-9,25.6,32.8,28.5,108
2001-07-27,,,-9.0,,-9,,-9,,-9,25.3,31.3,28.1,108
2001-07-28,,59.6,-9.0,,-9,,-9,-99.9,-999,25.8,31.6,28.3,108
2001-07-29,147.6,138.1,18.02,42.5,1421,13.5,1609,9.1,218,22.3,28.1,24.9,108
2001-07-30,69.6,65.6,16.4,21.5,713,7.0,623,,-9,23.6,26.8,25.2,108
2001-07-31,55.6,19.2,10.15,30.0,411,13.0,446,,-9,23.9,30.3,26.1,108
2001-08-01,48.2,38.5,7.77,23.9,1059,13.9,1102,92.5,5,23.6,31.0,26.8,108
2001-08-02,0.0,0.0,0.35,0.0,-9,0.0,-9,,-9,24.7,34.0,28.7,108
2001-08-03,,,-9.0,,-9,,-9,,-9,25.1,32.6,28.8,108
2001-08-04,,0.1,-9.0,,-9,,-9,-99.9,-999,24.3,33.8,29.5,108
2001-08-05,0.1,0.3,3.87,0.1,-9,0.1,-9,,-9,25.6,31.0,27.3,108
2001-08-06,0.3,4.5,0.93,0.2,-9,0.2,-9,,-9,24.4,32.6,28.3,108
2001-08-07,17.7,18.2,10.9,5.0,1327,3.5,1342,4.0,5,25.1,31.3,26.7,108
2001-08-08,5.0,,1.83,4.0,249,1.5,320,,-9,22.9,30.2,26.3,108
2001-08-09,,,-9.0,,-9,,-9,,-9,21.5,30.6,25.5,108
2001-08-10,,,-9.0,,-9,,-9,,-9,22.3,30.9,26.6,108
2001-08-11,,,-9.0,,-9,,-9,,-9,23.7,29.0,25.6,108
2001-08-12,0.3,3.9,1.57,0.3,1439,0.2,-9,,-9,22.2,26.3,23.9,108
2001-08-13,84.5,106.8,13.92,24.3,1107,7.7,1123,0.0,60,19.4,23.6,21.2,108
2001-08-14,25.9,37.6,6.33,19.0,28,7.1,107,,-9,20.6,29.6,25.2,108
2001-08-15,51.6,14.0,9.53,19.5,4,7.5,1948,,980,22.9,29.8,25.2,108
2001-08-16,,,-9.0,,-9,,-9,,-9,22.9,34.2,28.1,108
2001-08-17,,,-9.0,,-9,,-9,,-9,24.9,35.3,30.0,108
2001-08-18,,,-9.0,,-9,,-9,,-9,25.8,32.7,28.9,108
2001-08-19,,,-9.0,,-9,,-9,,-9,23.7,31.7,28.0,108
2001-08-20,,,-9.0,,-9,,-9,,-9,23.6,31.8,27.8,108
2001-08-21,,,-9.0,,-9,,-9,,-9,24.4,31.3,27.4,108
2001-08-22,,,-9.0,,-9,,-9,,-9,23.7,31.2,26.8,108
2001-08-23,,,-9.0,,-9,,-9,,-9,23.1,30.4,26.6,108
2001-08-24,,,-9.0,,-9,,-9,,-9,21.1,31.8,26.5,108
2001-08-25,0.0,0.0,1.9,0.0,-9,0.0,-9,,-9,22.6,28.5,25.3,108
2001-08-26,,,-9.0,,-9,,-9,,-9,20.4,30.7,25.7,108
2001-08-27,,,-9.0,,-9,,-9,,-9,21.0,31.2,25.9,108
2001-08-28,,,-9.0,,-9,,-9,,-9,19.8,30.3,25.2,108
2001-08-29,18.4,18.4,1.6,17.6,1540,8.0,1550,,-9,21.2,27.8,23.6,108
2001-08-30,,,-9.0,,-9,,-9,,-9,20.3,29.3,24.4,108
2001-08-31,,,-9.0,,-9,,-9,,-9,19.6,30.0,25.0,108
2001-09-01,,,-9.0,,-9,,-9,,-9,21.0,31.4,26.1,108
2001-09-02,,,-9.0,,-9,,-9,,-9,21.5,31.5,26.3,108
2001-09-03,,,-9.0,,-9,,-9,,-9,21.8,31.7,26.9,108
2001-09-04,,,-9.0,,-9,,-9,,-9,22.0,29.4,25.7,108
2001-09-05,,6.8,-9.0,,-9,,-9,-99.9,-999,22.0,28.6,25.3,108
2001-09-06,43.4,36.6,3.07,35.4,1416,15.5,1435,,-9,20.0,28.2,22.7,108
2001-09-07,,,-9.0,,-9,,-9,,-9,19.6,29.6,24.4,108
2001-09-08,,,-9.0,,-9,,-9,,-9,21.1,29.2,25.0,108
2001-09-09,0.0,0.0,1.32,0.0,-9,0.0,-9,,-9,22.2,27.3,24.3,108
2001-09-10,,,-9.0,,-9,,-9,,-9,20.4,28.9,24.4,108
2001-09-11,,,-9.0,,-9,,-9,,-9,19.6,27.9,23.2,108
2001-09-12,,,-9.0,,-9,,-9,,-9,17.0,27.2,22.1,108
2001-09-13,,,-9.0,,-9,,-9,,-9,17.1,28.0,22.9,108
2001-09-14,,,-9.0,,-9,,-9,,-9,17.9,26.0,21.9,108
2001-09-15,,,-9.0,,-9,,-9,,-9,17.4,30.4,23.6,108
2001-09-16,,,-9.0,,-9,,-9,,-9,18.5,30.7,24.3,108
2001-09-17,0.3,0.3,1.08,0.3,2316,0.1,-9,,-9,20.0,27.8,23.6,108
2001-09-18,0.0,,0.1,0.0,-9,0.0,-9,,-9,18.2,28.3,23.0,108
2001-09-19,,0.0,-9.0,,-9,,-9,-99.9,-999,13.9,26.8,21.0,108
2001-09-20,0.0,0.0,3.93,0.0,-9,0.0,-9,,-9,19.0,25.8,21.7,108
2001-09-21,,,-9.0,,-9,,-9,,-9,13.4,24.4,18.8,108
2001-09-22,,,-9.0,,-9,,-9,,-9,11.0,23.9,17.7,108
2001-09-23,,,-9.0,,-9,,-9,,-9,13.2,24.4,18.7,108
2001-09-24,0.2,0.2,2.95,0.2,-9,0.2,-9,4.2,26,13.7,24.8,19.0,108
2001-09-25,,,-9.0,,-9,,-9,,-9,17.3,26.9,21.3,108
2001-09-26,,,-9.0,,-9,,-9,,-9,15.3,26.2,21.1,108
2001-09-27,,,-9.0,,-9,,-9,,-9,17.6,26.5,21.4,108
2001-09-28,,,-9.0,,-9,,-9,,-9,14.7,27.8,21.1,108
2001-09-29,0.0,1.2,0.8,0.0,-9,0.0,-9,,-9,17.3,24.1,20.5,108
2001-09-30,5.4,13.0,17.32,1.6,1030,0.7,1052,,-9,14.4,20.2,15.7,108
2001-10-01,13.5,4.7,15.58,3.2,211,1.2,209,,-9,13.2,18.1,15.4,108
2001-10-02,,,-9.0,,-9,,-9,,-9,11.2,24.6,17.6,108
2001-10-03,0.1,4.9,4.43,0.1,-9,0.1,-9,,-9,16.1,21.7,18.9,108
2001-10-04,8.0,3.2,4.35,3.6,700,2.0,904,-99.9,-999,13.7,18.4,16.6,108
2001-10-05,,,-9.0,,-9,,-9,,-9,10.8,20.0,15.1,108
2001-10-06,,,-9.0,,-9,,-9,,-9,10.3,23.2,17.1,108
2001-10-07,,,-9.0,,-9,,-9,,-9,14.3,22.1,18.3,108
2001-10-08,,0.1,-9.0,,-9,,-9,-99.9,-999,15.0,24.6,19.0,108
2001-10-09,38.0,39.7,15.02,8.5,2047,2.5,2120,19.5,360,14.9,17.4,16.0,108
2001-10-10,8.3,6.5,5.38,3.4,1304,1.1,837,,-9,12.4,15.3,13.8,108
2001-10-11,,,-9.0,,-9,,-9,,-9,12.1,20.5,16.1,108
2001-10-12,,,-9.0,,-9,,-9,,-9,12.1,20.4,16.1,108
2001-10-13,,,-9.0,,-9,,-9,,-9,11.0,23.2,16.9,108
2001-10-14,,,-9.0,,-9,,-9,,-9,10.9,25.3,17.9,108
2001-10-15,0.0,0.0,2.33,0.0,-9,0.0,-9,,-9,14.7,19.1,17.1,108
2001-10-16,,,-9.0,,-9,,-9,,-9,13.4,21.1,16.9,108
2001-10-17,,,-9.0,,-9,,-9,,-9,9.0,17.8,12.9,108
2001-10-18,,,-9.0,,-9,,-9,,-9,8.8,19.6,14.0,108
2001-10-19,,,-9.0,,-9,,-9,,-9,8.8,20.6,14.7,108
2001-10-20,,,-9.0,,-9,,-9,,-9,10.0,21.0,15.7,108
2001-10-21,,0.0,-9.0,,-9,,-9,-99.9,-999,10.5,23.7,17.0,108
2001-10-22,0.0,,0.95,0.0,-9,0.0,-9,,-9,14.9,23.5,18.4,108
2001-10-23,,,-9.0,,-9,,-9,,-9,12.0,22.3,16.8,108
2001-10-24,,,-9.0,,-9,,-9,,-9,11.2,22.4,16.5,108
2001-10-25,,,-9.0,,-9,,-9,,-9,12.4,22.9,17.6,108
2001-10-26,,,-9.0,,-9,,-9,,-9,14.0,22.6,17.8,108
2001-10-27,0.0,0.3,0.42,0.0,-9,0.0,-9,-99.9,-999,12.8,20.4,17.0,108
2001-10-28,0.3,,4.45,0.2,-9,0.1,-9,,-9,14.9,23.0,18.1,108
2001-10-29,,,-9.0,,-9,,-9,,-9,13.5,19.8,15.8,108
2001-10-30,,,-9.0,,-9,,-9,,-9,11.7,19.4,15.5,108
2001-10-31,0.0,7.0,0.33,0.0,-9,0.0,-9,,-9,12.7,17.0,15.2,108
2001-11-01,7.0,,3.67,,-9,,-9,-99.9,-999,5.4,15.9,11.5,108
2001-11-02,,,-9.0,,-9,,-9,,-9,2.7,13.4,8.4,108
2001-11-03,,,-9.0,,-9,,-9,,-9,7.0,15.6,9.9,108
2001-11-04,,0.0,-9.0,,-9,,-9,-99.9,-999,2.9,13.9,8.9,108
2001-11-05,3.3,3.3,6.8,,-9,,-9,-99.9,-999,5.3,10.3,8.5,108
2001-11-06,,,-9.0,,-9,,-9,,-9,0.8,8.9,4.5,108
2001-11-07,,,-9.0,,-9,,-9,,-9,-0.3,12.3,5.9,108
